FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.44906,44906,912349293,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN93,LA ALDEA DE SAN NICOLAS,28.01,-15.82,2015-05-16T14:00:00Z,3.7,Chordata,Actinopterygii,Serranidae,Epinephelus marginatus,1,1,JASF,POINT (-15.82 28.01)
M1_DATA.44907,44907,912349293,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN93,LA ALDEA DE SAN NICOLAS,28.01,-15.82,2015-05-16T14:00:00Z,3.7,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,1,JASF,POINT (-15.82 28.01)
M1_DATA.44908,44908,912349293,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN93,LA ALDEA DE SAN NICOLAS,28.01,-15.82,2015-05-16T14:00:00Z,3.7,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,23,JASF,POINT (-15.82 28.01)
M1_DATA.44909,44909,912349294,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN94,TUFIA,27.96,-15.38,2015-05-18T14:00:00Z,6.5,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,3,JASF,POINT (-15.38 27.96)
M1_DATA.44910,44910,912349295,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN94,TUFIA,27.96,-15.38,2015-05-18T14:00:00Z,5.4,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,17,JASF,POINT (-15.38 27.96)
M1_DATA.44911,44911,912349295,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN94,TUFIA,27.96,-15.38,2015-05-18T14:00:00Z,5.4,Chordata,Actinopterygii,Atherinidae,Atherina presbyter,1,9900,JASF,POINT (-15.38 27.96)
M1_DATA.44912,44912,912349295,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN94,TUFIA,27.96,-15.38,2015-05-18T14:00:00Z,5.4,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,8,JASF,POINT (-15.38 27.96)
M1_DATA.44938,44938,912349295,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN94,TUFIA,27.96,-15.38,2015-05-18T14:00:00Z,5.4,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,13,JASF,POINT (-15.38 27.96)
M1_DATA.44939,44939,912349295,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN94,TUFIA,27.96,-15.38,2015-05-18T14:00:00Z,5.4,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,3,JASF,POINT (-15.38 27.96)
M1_DATA.44940,44940,912349296,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN95,PLAYA BLANCA,28.86,-13.85,2015-05-19T14:00:00Z,5.3,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,58,JASF,POINT (-13.85 28.86)
M1_DATA.44941,44941,912349296,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN95,PLAYA BLANCA,28.86,-13.85,2015-05-19T14:00:00Z,5.3,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,91,JASF,POINT (-13.85 28.86)
M1_DATA.44942,44942,912349296,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN95,PLAYA BLANCA,28.86,-13.85,2015-05-19T14:00:00Z,5.3,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,2,JASF,POINT (-13.85 28.86)
M1_DATA.44943,44943,912349296,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN95,PLAYA BLANCA,28.86,-13.85,2015-05-19T14:00:00Z,5.3,Chordata,Actinopterygii,Monacanthidae,Stephanolepis hispidus,1,1,JASF,POINT (-13.85 28.86)
M1_DATA.44944,44944,912349297,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN95,PLAYA BLANCA,28.86,-13.85,2015-05-29T14:00:00Z,6.5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,32,JASF,POINT (-13.85 28.86)
M1_DATA.86000,86000,912349310,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-05-24T14:00:00Z,8.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,55,JASF,POINT (-13.5 29.39)
M1_DATA.86001,86001,912349311,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-06-24T14:00:00Z,10.8,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,28,JASF,POINT (-13.5 29.39)
M1_DATA.86002,86002,912349311,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-06-24T14:00:00Z,10.8,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,2,JASF,POINT (-13.5 29.39)
M1_DATA.86003,86003,912349311,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-06-24T14:00:00Z,10.8,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,60,JASF,POINT (-13.5 29.39)
M1_DATA.86004,86004,912345072,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-07-24T14:00:00Z,10.2,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,18,JASF,POINT (-13.52 29.38)
M1_DATA.86005,86005,912345072,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-07-24T14:00:00Z,10.2,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,8,JASF,POINT (-13.52 29.38)
M1_DATA.86006,86006,912345072,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-07-24T14:00:00Z,10.2,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,1,JASF,POINT (-13.52 29.38)
M1_DATA.86007,86007,912345072,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-07-24T14:00:00Z,10.2,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,11,JASF,POINT (-13.52 29.38)
M1_DATA.86008,86008,912345073,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-06-24T14:00:00Z,10.3,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,71,JASF,POINT (-13.52 29.38)
M1_DATA.86009,86009,912345073,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-06-24T14:00:00Z,10.3,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,23,JASF,POINT (-13.52 29.38)
M1_DATA.86010,86010,912345073,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-06-24T14:00:00Z,10.3,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,1,JASF,POINT (-13.52 29.38)
M1_DATA.86011,86011,912345073,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-06-24T14:00:00Z,10.3,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,3,JASF,POINT (-13.52 29.38)
M1_DATA.86012,86012,912345073,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-06-24T14:00:00Z,10.3,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,24,JASF,POINT (-13.52 29.38)
M1_DATA.86013,86013,912345074,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,5.4,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,34,JASF,POINT (-14.16 28.18)
M1_DATA.86014,86014,912345074,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,5.4,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,160,JASF,POINT (-14.16 28.18)
M1_DATA.86015,86015,912345074,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,5.4,Chordata,Actinopterygii,Haemulidae,Pomadasys incisus,2,1,JASF,POINT (-14.16 28.18)
M1_DATA.86016,86016,912345074,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,5.4,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,2,JASF,POINT (-14.16 28.18)
M1_DATA.86017,86017,912345074,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,5.4,Chordata,Actinopterygii,Monacanthidae,Stephanolepis hispidus,1,1,JASF,POINT (-14.16 28.18)
M1_DATA.86018,86018,912345074,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,5.4,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,5,JASF,POINT (-14.16 28.18)
M1_DATA.86019,86019,912345080,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,6.3,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,26,JASF,POINT (-14.16 28.18)
M1_DATA.86020,86020,912345080,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,6.3,Chordata,Actinopterygii,Atherinidae,Atherina presbyter,2,30000,JASF,POINT (-14.16 28.18)
M1_DATA.86021,86021,912345081,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN105,Punta Jandia,28.07,-14.5,2015-05-27T14:00:00Z,4,Chordata,Actinopterygii,Sparidae,Pagrus auriga,2,2,JASF,POINT (-14.5 28.07)
M1_DATA.86022,86022,912345081,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN105,Punta Jandia,28.07,-14.5,2015-05-27T14:00:00Z,4,Chordata,Actinopterygii,Monacanthidae,Stephanolepis hispidus,1,1,JASF,POINT (-14.5 28.07)
M1_DATA.86023,86023,912345082,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN105,Punta Jandia,28.07,-14.5,2015-05-27T14:00:00Z,5.3,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,8,JASF,POINT (-14.5 28.07)
M1_DATA.86024,86024,912345082,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN105,Punta Jandia,28.07,-14.5,2015-05-27T14:00:00Z,5.3,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,8,JASF,POINT (-14.5 28.07)
M1_DATA.86111,86111,912345082,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN105,Punta Jandia,28.07,-14.5,2015-05-27T14:00:00Z,5.3,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,18,JASF,POINT (-14.5 28.07)
M1_DATA.86112,86112,912345082,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN105,Punta Jandia,28.07,-14.5,2015-05-27T14:00:00Z,5.3,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,1,JASF,POINT (-14.5 28.07)
M1_DATA.86113,86113,912345083,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN106,Pozo Negro,28.32,-13.89,2015-05-27T14:00:00Z,3.5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,16,JASF,POINT (-13.89 28.32)
M1_DATA.86114,86114,912345083,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN106,Pozo Negro,28.32,-13.89,2015-05-27T14:00:00Z,3.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,27,JASF,POINT (-13.89 28.32)
M1_DATA.86115,86115,912345084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN106,Pozo Negro,28.32,-13.89,2015-05-27T14:00:00Z,3,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,14,JASF,POINT (-13.89 28.32)
M1_DATA.86116,86116,912349266,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN107,Valle Gran Rey,28.08,-17.33,2015-05-03T14:00:00Z,6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,6,JASF,POINT (-17.33 28.08)
M1_DATA.86117,86117,912349266,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN107,Valle Gran Rey,28.08,-17.33,2015-05-03T14:00:00Z,6,Chordata,Actinopterygii,Sparidae,Oblada melanura,2,100,JASF,POINT (-17.33 28.08)
M1_DATA.86118,86118,912349266,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN107,Valle Gran Rey,28.08,-17.33,2015-05-03T14:00:00Z,6,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,3,JASF,POINT (-17.33 28.08)
M1_DATA.86119,86119,912349267,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN107,Valle Gran Rey,28.08,-17.33,2015-05-03T14:00:00Z,7.9,Chordata,Actinopterygii,Mugilidae,Chelon labrosus,1,2,JASF,POINT (-17.33 28.08)
M1_DATA.86120,86120,912349267,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN107,Valle Gran Rey,28.08,-17.33,2015-05-03T14:00:00Z,7.9,Chordata,Actinopterygii,Sparidae,Oblada melanura,1,5,JASF,POINT (-17.33 28.08)
M1_DATA.86121,86121,912349267,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN107,Valle Gran Rey,28.08,-17.33,2015-05-03T14:00:00Z,7.9,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,5,JASF,POINT (-17.33 28.08)
M1_DATA.86122,86122,912340438,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN11,Las Teresitas,28.51,-16.18,2011-12-07T13:00:00Z,4.7,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,6,FPC,POINT (-16.18 28.51)
M1_DATA.86123,86123,912340440,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN11,Las Teresitas,28.51,-16.18,2011-12-07T13:00:00Z,5,Chordata,Actinopterygii,Scorpaenidae,Scorpaena maderensis,1,1,RSS,POINT (-16.18 28.51)
M1_DATA.86124,86124,912340432,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN12,Abades,28.14,-16.44,2011-12-09T13:00:00Z,3.5,Chordata,Actinopterygii,Bothidae,Bothus podas,2,1,FPC,POINT (-16.44 28.14)
M1_DATA.86125,86125,912340432,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN12,Abades,28.14,-16.44,2011-12-09T13:00:00Z,3.5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,4,FPC,POINT (-16.44 28.14)
M1_DATA.86126,86126,912340432,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN12,Abades,28.14,-16.44,2011-12-09T13:00:00Z,3.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,23,FPC,POINT (-16.44 28.14)
M1_DATA.86127,86127,912340435,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN12,Abades,28.14,-16.44,2011-12-09T13:00:00Z,3,Chordata,Actinopterygii,Apogonidae,Apogon imberbis,2,8,RSS,POINT (-16.44 28.14)
M1_DATA.86128,86128,912340435,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN12,Abades,28.14,-16.44,2011-12-09T13:00:00Z,3,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,12,RSS,POINT (-16.44 28.14)
M1_DATA.86129,86129,912340435,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN12,Abades,28.14,-16.44,2011-12-09T13:00:00Z,3,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,2,1,RSS,POINT (-16.44 28.14)
M1_DATA.86130,86130,912340435,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN12,Abades,28.14,-16.44,2011-12-09T13:00:00Z,3,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,5,RSS,POINT (-16.44 28.14)
M1_DATA.86131,86131,912340433,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-11T13:00:00Z,13,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,15,RRE,POINT (-16.42 28.19)
M1_DATA.86132,86132,912340433,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-11T13:00:00Z,13,Chordata,Actinopterygii,Atherinidae,Atherina presbyter,2,20,RRE,POINT (-16.42 28.19)
M1_DATA.86133,86133,912340433,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-11T13:00:00Z,13,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,1,2,RRE,POINT (-16.42 28.19)
M1_DATA.86134,86134,912340433,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-11T13:00:00Z,13,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,50,RRE,POINT (-16.42 28.19)
M1_DATA.86135,86135,912340433,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-11T13:00:00Z,13,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,3,RRE,POINT (-16.42 28.19)
M1_DATA.86136,86136,912340433,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-11T13:00:00Z,13,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,30,RRE,POINT (-16.42 28.19)
M1_DATA.86306,86306,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,9,OAG,POINT (-16.92 28.34)
M1_DATA.86307,86307,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,56,OAG,POINT (-16.92 28.34)
M1_DATA.86308,86308,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,18,OAG,POINT (-16.92 28.34)
M1_DATA.86309,86309,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,1,7,OAG,POINT (-16.92 28.34)
M1_DATA.86310,86310,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,125,OAG,POINT (-16.92 28.34)
M1_DATA.86311,86311,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,56,JASF,POINT (-16.92 28.34)
M1_DATA.86312,86312,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,3,JASF,POINT (-16.92 28.34)
M1_DATA.86313,86313,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,5,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,1,1,JASF,POINT (-16.92 28.34)
M1_DATA.86314,86314,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,111,JASF,POINT (-16.92 28.34)
M1_DATA.86315,86315,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-13T13:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,60,RRE,POINT (-16.92 28.34)
M1_DATA.86316,86316,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-13T13:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,1,RRE,POINT (-16.92 28.34)
M1_DATA.86317,86317,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-13T13:00:00Z,3,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,17,RRE,POINT (-16.92 28.34)
M1_DATA.86318,86318,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-13T13:00:00Z,3,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,220,RRE,POINT (-16.92 28.34)
M1_DATA.86319,86319,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,4.8,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,83,OAG,POINT (-16.92 28.34)
M1_DATA.86320,86320,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,4.8,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,4,OAG,POINT (-16.92 28.34)
M1_DATA.86321,86321,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,4.8,Chordata,Actinopterygii,Carangidae,Pseudocaranx georgianus,2,2,OAG,POINT (-16.92 28.34)
M1_DATA.86322,86322,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,4.8,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,48,OAG,POINT (-16.92 28.34)
M1_DATA.86323,86323,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,4.8,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,242,OAG,POINT (-16.92 28.34)
M1_DATA.86324,86324,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,13,DHP,POINT (-16.92 28.34)
M1_DATA.86325,86325,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Atherinidae,Atherina presbyter,1,1000,DHP,POINT (-16.92 28.34)
M1_DATA.86326,86326,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Sparidae,Boops boops,1,100,DHP,POINT (-16.92 28.34)
M1_DATA.86327,86327,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,7,DHP,POINT (-16.92 28.34)
M1_DATA.86328,86328,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,11,DHP,POINT (-16.92 28.34)
M1_DATA.86329,86329,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Carangidae,Pseudocaranx georgianus,1,2,DHP,POINT (-16.92 28.34)
M1_DATA.86330,86330,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Sparidae,Sarpa salpa,2,50,DHP,POINT (-16.92 28.34)
M1_DATA.86401,86401,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,47,DHP,POINT (-16.92 28.34)
M1_DATA.86402,86402,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,20,DHP,POINT (-16.92 28.34)
M1_DATA.86403,86403,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,20,RRE,POINT (-16.92 28.34)
M1_DATA.86404,86404,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6,Chordata,Actinopterygii,Bothidae,Bothus podas,2,1,RRE,POINT (-16.92 28.34)
M1_DATA.86405,86405,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,4,RRE,POINT (-16.92 28.34)
M1_DATA.86406,86406,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6,Chordata,Actinopterygii,Sparidae,Oblada melanura,2,3,RRE,POINT (-16.92 28.34)
M1_DATA.86407,86407,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6,Chordata,Actinopterygii,Sparidae,Sarpa salpa,2,5,RRE,POINT (-16.92 28.34)
M1_DATA.86408,86408,912342050,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T13:00:00Z,3.1,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,11,BGO,POINT (-16.33 28.4)
M1_DATA.86409,86409,912342050,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T13:00:00Z,3.1,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,3,BGO,POINT (-16.33 28.4)
M1_DATA.86410,86410,912342051,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T13:00:00Z,3,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,10,RRE,POINT (-16.33 28.4)
